;;;;;;;;;;Daily report lt 55 zone ABCD;;;;;;;Printed Date 2021/12/21(Tue);;;1
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 55 Zone A;kWh WBP 55 Zone A;kWh LWBP 55 Zone A;kWh total 55 Zone B;kWh WBP 55 Zone B;kWh LWBP 55 Zone B;kWh total 55 Zone C;kWh WBP 55 Zone C;kWh LWBP 55 Zone C;kWh total 55 Zone D;kWh WBP 55 Zone D;kWh LWBP 55 Zone D;kW Total 55 Zone A;;;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kW;;;;;
65;20/12/2021;23:00;******;******;******;******;******;******;2.8;0.5;2.2;0.4;0.1;0.2;******;******;******;;;
65;20/12/2021;00:00;******;******;******;******;******;******;2.3;0.0;2.3;0.3;0.0;0.4;******;******;******;;;
65;20/12/2021;Daily Total;******;******;******;******;******;******;202.7;25.3;177.3;16.8;2.0;14.9;******;******;******;;;
65;20/12/2021;Daily Maximum;******;******;******;******;******;******;20.9;7.2;20.8;1.2;0.8;1.3;******;******;******;;;
65;20/12/2021;Daily Minimum;******;******;******;******;******;******;2.3;0.0;0.0;0.3;0.0;0.0;******;******;******;;;
65;20/12/2021;Daily Average;******;******;******;******;******;******;8.4;1.1;7.4;0.7;0.1;0.6;******;******;******;;;
65;20/12/2021;Monthly Total;******;******;******;******;******;******;3630.1;532.1;3098.0;299.0;38.1;261.0;******;******;******;;;
65;20/12/2021;Monthly Maximum;******;******;******;******;******;******;238.2;36.9;208.4;23.6;3.6;20.0;******;******;******;;;
65;20/12/2021;Monthly Minimum;******;******;******;******;******;******;128.2;14.2;105.9;7.9;1.3;6.6;******;******;******;;;
65;20/12/2021;Monthly Average;******;******;******;******;******;******;181.5;26.6;154.9;15.0;1.9;13.1;******;******;******;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 9 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;66
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 9 Zone A;kWh WBP 9 Zone A;kWh LWBP 9 Zone A;kWh total 9 Zone B;kWh WBP 9 Zone B;kWh LWBP 9 Zone B;kWh total 9 Zone C;kWh WBP 9 Zone C;kWh LWBP 9 Zone C;kWh total 9 Zone D;kWh WBP 9 Zone D;kWh LWBP 9 Zone D;kWh total 9 Zone E;kWh WBP 9 Zone E;kWh LWBP 9 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
66;20/12/2021;01:00;1.4;0.0;1.4;2.6;0.0;2.6;0.1;0.0;0.2;0.1;0.0;0.2;0.0;0.0;0.0;;;
66;20/12/2021;02:00;1.3;0.0;1.3;2.5;0.0;2.5;0.2;0.0;0.1;0.2;0.0;0.1;0.1;0.0;0.1;;;
66;20/12/2021;03:00;1.4;0.0;1.4;2.6;0.0;2.6;0.2;0.0;0.2;0.1;0.0;0.2;0.1;0.0;0.1;;;
66;20/12/2021;04:00;1.4;0.0;1.4;2.4;0.0;2.4;0.2;0.0;0.2;0.2;0.0;0.1;0.0;0.0;0.0;;;
66;20/12/2021;05:00;1.3;0.0;1.3;2.4;0.0;2.4;0.1;0.0;0.2;0.1;0.0;0.2;0.1;0.0;0.1;;;
66;20/12/2021;06:00;1.6;0.0;1.6;2.4;0.0;2.4;0.2;0.0;0.1;0.2;0.0;0.1;0.0;0.0;0.0;;;
66;20/12/2021;07:00;2.4;0.0;2.4;2.4;0.0;2.4;0.2;0.0;0.2;0.1;0.0;0.1;0.1;0.0;0.1;;;
66;20/12/2021;08:00;2.0;0.0;2.1;5.7;0.0;5.8;0.6;0.0;0.6;0.1;0.0;0.2;1.4;0.0;1.5;;;
66;20/12/2021;09:00;2.1;0.0;2.0;20.0;0.0;20.0;8.3;0.0;8.4;0.2;0.0;0.1;11.0;0.0;11.0;;;
66;20/12/2021;10:00;2.0;0.0;2.0;20.7;0.0;20.7;7.7;0.0;7.7;0.1;0.0;0.2;10.4;0.0;10.4;;;
66;20/12/2021;11:00;2.0;0.0;2.0;20.7;0.0;20.7;8.9;0.0;8.8;0.2;0.0;0.1;8.4;0.0;8.4;;;
66;20/12/2021;12:00;1.9;0.0;1.9;21.1;0.0;21.1;8.5;0.0;8.5;0.1;0.0;0.1;8.4;0.0;8.4;;;
66;20/12/2021;13:00;2.1;0.0;2.1;20.1;0.0;20.1;6.6;0.0;6.6;0.1;0.0;0.2;7.3;0.0;7.1;;;
66;20/12/2021;14:00;2.0;0.0;2.0;17.4;0.0;17.1;5.3;0.0;5.2;0.2;0.0;0.1;6.1;0.0;6.1;;;
66;20/12/2021;15:00;2.0;0.0;2.0;15.9;0.0;15.8;5.3;0.0;5.3;0.1;0.0;0.1;5.7;0.0;5.8;;;
66;20/12/2021;16:00;2.0;0.0;1.9;17.1;0.0;17.2;5.3;0.0;5.3;0.1;0.0;0.2;6.5;0.0;6.6;;;
66;20/12/2021;17:00;2.0;0.0;2.1;16.9;0.0;16.8;2.9;0.0;3.1;0.2;0.0;0.1;5.3;0.0;5.2;;;
66;20/12/2021;18:00;2.0;0.0;2.0;17.2;0.0;17.6;3.9;0.0;3.8;0.1;0.0;0.2;5.1;0.0;5.1;;;
66;20/12/2021;19:00;2.0;1.4;0.6;5.3;2.3;2.9;0.5;0.3;0.2;0.2;0.1;0.0;0.9;0.1;0.8;;;
66;20/12/2021;20:00;1.9;2.0;0.0;3.1;3.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;;;
66;20/12/2021;21:00;2.0;2.0;0.0;3.1;3.1;0.0;0.2;0.2;0.0;0.1;0.2;0.0;0.1;0.1;0.0;;;
66;20/12/2021;22:00;2.2;2.2;0.0;3.2;3.2;0.0;0.1;0.1;0.0;0.2;0.1;0.0;0.0;0.0;0.0;;;
66;20/12/2021;23:00;1.9;0.5;1.3;3.0;0.9;2.1;0.2;0.1;0.2;0.1;0.1;0.1;0.1;0.0;0.0;;;
66;20/12/2021;00:00;1.9;0.0;1.8;3.1;0.0;3.1;0.2;0.0;0.1;0.2;0.0;0.1;0.1;0.0;0.1;;;
66;20/12/2021;Daily Total;44.8;8.1;36.6;230.9;12.6;218.3;65.8;0.8;65.0;3.4;0.6;2.8;77.3;0.3;76.9;;;
66;20/12/2021;Daily Maximum;2.4;2.2;2.4;21.1;3.2;21.1;8.9;0.3;8.8;0.2;0.2;0.2;11.0;0.1;11.0;;;
66;20/12/2021;Daily Minimum;1.3;0.0;0.0;2.4;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;;
66;20/12/2021;Daily Average;1.9;0.3;1.5;9.6;0.5;9.1;2.7;0.0;2.7;0.1;0.0;0.1;3.2;0.0;3.2;;;
66;20/12/2021;Monthly Total;826.6;149.6;676.8;3202.5;224.2;2978.3;824.4;5.2;219.2;82.2;11.4;70.7;1146.0;25.6;1120.3;;;
66;20/12/2021;Monthly Maximum;44.8;8.1;36.8;269.6;16.1;256.9;91.6;0.9;65.0;16.6;0.7;16.0;145.6;7.6;145.3;;;
66;20/12/2021;Monthly Minimum;34.8;7.2;27.6;45.6;7.3;37.7;3.4;0.0;0.0;3.3;0.5;2.8;1.5;0.2;1.3;;;
66;20/12/2021;Monthly Average;41.3;7.5;33.8;160.1;11.2;148.9;41.2;0.3;11.0;4.1;0.6;3.5;57.3;1.3;56.0;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 9 Zone FGHIJ;;;;;;;Printed Date 2021/12/21(Tue);;;67
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 9 Zone F;kWh WBP 9 Zone F;kWh LWBP 9 Zone F;kWh total 9 Zone G;kWh WBP 9 Zone G;kWh LWBP 9 Zone G;kWh total 9 Zone H;kWh WBP 9 Zone H;kWh LWBP 9 Zone H;kWh total 9 Zone I;kWh WBP 9 Zone I;kWh LWBP 9 Zone I;kWh total 9 Zone J;kWh WBP 9 Zone J;kWh LWBP 9 Zone J;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
67;20/12/2021;01:00;0.4;0.0;0.5;0.5;0.0;0.5;0.9;0.0;0.9;0.8;0.0;0.8;0.2;0.0;0.2;;;
67;20/12/2021;02:00;0.4;0.0;0.4;0.5;0.0;0.5;0.9;0.0;0.9;0.8;0.0;0.8;0.2;0.0;0.2;;;
67;20/12/2021;03:00;0.5;0.0;0.5;0.5;0.0;0.6;0.9;0.0;0.9;0.9;0.0;0.9;0.2;0.0;0.2;;;
67;20/12/2021;04:00;0.4;0.0;0.4;0.5;0.0;0.5;0.9;0.0;0.9;0.7;0.0;0.8;0.2;0.0;0.2;;;
67;20/12/2021;05:00;0.5;0.0;0.4;0.5;0.0;0.5;0.9;0.0;0.9;0.8;0.0;0.7;0.3;0.0;0.3;;;
67;20/12/2021;06:00;0.4;0.0;0.5;0.5;0.0;0.5;0.9;0.0;0.9;0.9;0.0;0.9;0.2;0.0;0.2;;;
67;20/12/2021;07:00;0.5;0.0;0.4;0.5;0.0;0.5;0.9;0.0;0.9;0.7;0.0;0.8;0.2;0.0;0.2;;;
67;20/12/2021;08:00;0.4;0.0;0.5;0.5;0.0;0.5;3.7;0.0;3.8;0.8;0.0;0.7;0.3;0.0;0.2;;;
67;20/12/2021;09:00;0.4;0.0;0.4;5.7;0.0;5.7;20.5;0.0;20.6;0.9;0.0;0.9;0.2;0.0;0.3;;;
67;20/12/2021;10:00;0.5;0.0;0.5;5.2;0.0;5.2;21.2;0.0;21.1;0.8;0.0;0.8;0.3;0.0;0.3;;;
67;20/12/2021;11:00;3.3;0.0;3.3;5.6;0.0;5.6;21.4;0.0;21.1;0.9;0.0;0.9;0.3;0.0;0.2;;;
67;20/12/2021;12:00;4.8;0.0;4.8;6.5;0.0;6.4;22.2;0.0;22.2;0.9;0.0;0.9;0.3;0.0;0.3;;;
67;20/12/2021;13:00;4.1;0.0;4.1;4.6;0.0;4.7;20.1;0.0;20.1;0.9;0.0;1.0;0.2;0.0;0.3;;;
67;20/12/2021;14:00;3.5;0.0;3.5;3.1;0.0;3.0;20.0;0.0;20.0;0.9;0.0;0.9;0.3;0.0;0.3;;;
67;20/12/2021;15:00;5.0;0.0;4.9;3.3;0.0;3.3;20.9;0.0;21.3;0.9;0.0;0.8;0.5;0.0;0.4;;;
67;20/12/2021;16:00;5.1;0.0;5.2;3.3;0.0;3.4;21.0;0.0;21.0;1.0;0.0;1.0;0.5;0.0;0.5;;;
67;20/12/2021;17:00;5.1;0.0;5.1;3.3;0.0;3.3;20.3;0.0;20.2;0.9;0.0;0.9;0.3;0.0;0.3;;;
67;20/12/2021;18:00;3.9;0.0;3.8;2.9;0.0;2.9;19.9;0.0;20.0;1.0;0.0;1.0;0.3;0.0;0.4;;;
67;20/12/2021;19:00;1.0;0.5;0.6;0.8;0.4;0.4;3.8;0.7;3.0;0.9;0.7;0.2;0.3;0.2;0.0;;;
67;20/12/2021;20:00;0.6;0.6;0.0;0.6;0.5;0.0;0.8;0.8;0.0;0.9;0.9;0.0;0.3;0.3;0.0;;;
67;20/12/2021;21:00;0.2;0.1;0.0;0.1;0.2;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.2;0.2;0.0;;;
67;20/12/2021;22:00;0.0;0.1;0.0;0.1;0.1;0.0;0.7;0.7;0.0;0.8;0.8;0.0;0.2;0.2;0.0;;;
67;20/12/2021;23:00;0.1;0.0;0.1;0.1;0.0;0.0;0.7;0.2;0.5;0.8;0.2;0.6;0.2;0.1;0.2;;;
67;20/12/2021;00:00;0.0;0.0;0.0;0.0;0.0;0.1;0.7;0.0;0.7;0.8;0.0;0.8;0.2;0.0;0.2;;;
67;20/12/2021;Daily Total;41.1;1.3;39.9;49.2;1.2;48.1;225.0;3.2;221.9;20.5;3.4;17.1;6.4;1.0;5.4;;;
67;20/12/2021;Daily Maximum;5.1;0.6;5.2;6.5;0.5;6.4;22.2;0.8;22.2;1.0;0.9;1.0;0.5;0.3;0.5;;;
67;20/12/2021;Daily Minimum;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.7;0.0;0.0;0.2;0.0;0.0;;;
67;20/12/2021;Daily Average;1.7;0.1;1.7;2.1;0.1;2.0;9.4;0.1;9.2;0.9;0.1;0.7;0.3;0.0;0.2;;;
67;20/12/2021;Monthly Total;593.5;28.9;564.7;572.4;80.6;491.8;3094.5;60.4;3034.2;418.4;70.4;348.0;136.6;22.0;114.7;;;
67;20/12/2021;Monthly Maximum;78.8;1.8;77.0;50.9;12.5;48.1;245.4;5.7;242.0;26.3;4.6;22.1;9.9;2.0;7.9;;;
67;20/12/2021;Monthly Minimum;1.3;0.2;1.1;1.5;0.2;1.2;3.8;0.6;3.2;18.2;3.0;15.1;5.2;0.7;4.4;;;
67;20/12/2021;Monthly Average;29.7;1.4;28.2;28.6;4.0;24.6;154.7;3.0;151.7;20.9;3.5;17.4;6.8;1.1;5.7;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 8 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;68
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 8 Zone A;kWh WBP 8 Zone A;kWh LWBP 8 Zone A;kWh total 8 Zone B;kWh WBP 8 Zone B;kWh LWBP 8 Zone B;kWh total 8 Zone C;kWh WBP 8 Zone C;kWh LWBP 8 Zone C;kWh total 8 Zone D;kWh WBP 8 Zone D;kWh LWBP 8 Zone D;kWh total 8 Zone E;kWh WBP 8 Zone E;kWh LWBP 8 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
68;20/12/2021;01:00;6.8;0.0;6.8;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;02:00;6.8;0.0;6.8;0.0;0.0;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;03:00;6.7;0.0;6.6;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;04:00;6.8;0.0;6.7;0.1;0.0;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;05:00;6.5;0.0;6.6;0.0;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;06:00;6.7;0.0;6.8;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;07:00;6.8;0.0;6.8;0.1;0.0;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;08:00;6.9;0.0;6.9;0.0;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;09:00;7.1;0.0;7.1;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;10:00;7.8;0.0;7.8;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;11:00;8.6;0.0;8.6;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;12:00;10.0;0.0;10.0;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;13:00;7.5;0.0;7.5;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;14:00;7.0;0.0;6.9;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;15:00;7.1;0.0;7.1;0.2;0.0;0.2;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;16:00;7.1;0.0;7.1;0.2;0.0;0.2;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;17:00;7.2;0.0;7.3;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;18:00;7.5;0.0;7.5;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;19:00;7.6;6.0;1.5;0.2;0.1;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;20:00;7.4;7.4;0.0;0.1;0.2;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;21:00;7.2;7.3;0.0;0.1;0.1;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;22:00;7.5;7.4;0.0;0.1;0.1;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;23:00;7.3;1.5;5.9;0.2;0.0;0.2;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;00:00;7.2;0.0;7.2;0.0;0.0;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Daily Total;175.1;29.6;145.5;2.4;0.5;1.9;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Daily Maximum;10.0;7.4;10.0;0.2;0.2;0.2;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Daily Minimum;6.5;0.0;0.0;0.0;0.0;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Daily Average;7.3;1.2;6.1;0.1;0.0;0.1;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Monthly Total;3522.7;596.3;2926.4;83.6;5.1;22.6;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Monthly Maximum;198.4;31.7;166.5;7.7;1.0;6.8;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Monthly Minimum;159.6;28.2;131.6;2.4;0.0;0.0;******;******;******;******;******;******;******;******;******;;;
68;20/12/2021;Monthly Average;176.1;29.8;146.3;4.2;0.3;1.1;******;******;******;******;******;******;******;******;******;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 8 Zone FGHIJ;;;;;;;Printed Date 2021/12/21(Tue);;;69
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 8 Zone F;kWh WBP 8 Zone F;kWh LWBP 8 Zone F;kWh total 8 Zone G;kWh WBP 8 Zone G;kWh LWBP 8 Zone G;kWh total 8 Zone H;kWh WBP 8 Zone H;kWh LWBP 8 Zone H;kWh total 8 Zone I;kWh WBP 8 Zone I;kWh LWBP 8 Zone I;kWh total 8 Zone J;kWh WBP 8 Zone J;kWh LWBP 8 Zone J;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
69;20/12/2021;01:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;02:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;03:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;04:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;05:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;06:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;07:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;08:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;09:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;10:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;11:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;12:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;13:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;14:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;15:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;16:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;17:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;18:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;19:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;20:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;21:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;22:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;23:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;00:00;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Daily Total;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Daily Maximum;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Daily Minimum;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Daily Average;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Monthly Total;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Monthly Maximum;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Monthly Minimum;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
69;20/12/2021;Monthly Average;******;******;******;******;******;******;******;******;******;******;******;******;******;******;******;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 7 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;70
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 7 Zone A;kWh WBP 7 Zone A;kWh LWBP 7 Zone A;kWh total 7 Zone B;kWh WBP 7 Zone B;kWh LWBP 7 Zone B;kWh total 7 Zone C;kWh WBP 7 Zone C;kWh LWBP 7 Zone C;kWh total 7 Zone D;kWh WBP 7 Zone D;kWh LWBP 7 Zone D;kWh total 7 Zone E;kWh WBP 7 Zone E;kWh LWBP 7 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
70;20/12/2021;01:00;0.2;0.0;0.3;0.1;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.1;;;
70;20/12/2021;02:00;0.2;0.0;0.2;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;;;
70;20/12/2021;03:00;0.3;0.0;0.2;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;;;
70;20/12/2021;04:00;0.2;0.0;0.2;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;;;
70;20/12/2021;05:00;0.2;0.0;0.2;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.0;0.3;0.0;0.3;;;
70;20/12/2021;06:00;0.3;0.0;0.3;1.0;0.0;1.0;4.9;0.0;5.0;2.6;0.0;2.7;13.2;0.0;13.4;;;
70;20/12/2021;07:00;0.4;0.0;0.4;4.9;0.0;4.8;3.7;0.0;3.5;6.2;0.0;6.0;22.4;0.0;21.7;;;
70;20/12/2021;08:00;0.3;0.0;0.4;11.8;0.0;12.1;3.4;0.0;3.5;8.9;0.0;9.1;22.3;0.0;23.0;;;
70;20/12/2021;09:00;0.4;0.0;0.3;13.5;0.0;13.4;3.9;0.0;3.9;8.8;0.0;8.9;22.9;0.0;22.9;;;
70;20/12/2021;10:00;0.3;0.0;0.4;14.4;0.0;14.1;4.1;0.0;4.0;9.1;0.0;8.8;23.5;0.0;22.9;;;
70;20/12/2021;11:00;0.4;0.0;0.3;14.0;0.0;14.4;4.3;0.0;4.4;8.9;0.0;9.2;22.8;0.0;23.5;;;
70;20/12/2021;12:00;0.4;0.0;0.4;13.6;0.0;13.6;4.3;0.0;4.4;7.5;0.0;7.4;22.9;0.0;22.8;;;
70;20/12/2021;13:00;0.3;0.0;0.4;13.6;0.0;13.6;4.4;0.0;4.3;7.1;0.0;7.0;17.5;0.0;17.0;;;
70;20/12/2021;14:00;0.4;0.0;0.3;11.4;0.0;11.3;4.0;0.0;4.0;8.1;0.0;8.2;20.7;0.0;21.3;;;
70;20/12/2021;15:00;0.4;0.0;0.4;9.2;0.0;9.0;4.1;0.0;4.0;8.0;0.0;7.8;23.2;0.0;22.5;;;
70;20/12/2021;16:00;0.3;0.0;0.4;12.9;0.0;13.2;3.9;0.0;4.1;8.6;0.0;8.8;22.8;0.0;23.5;;;
70;20/12/2021;17:00;0.4;0.0;0.3;11.9;0.0;11.9;4.0;0.0;4.0;6.3;0.0;6.4;20.1;0.0;20.0;;;
70;20/12/2021;18:00;0.4;0.0;0.4;12.9;0.0;12.5;3.4;0.0;3.3;8.3;0.0;8.0;20.2;0.0;19.6;;;
70;20/12/2021;19:00;0.3;0.4;0.1;2.2;0.3;2.2;1.4;0.8;0.6;1.2;0.0;1.4;4.1;0.8;3.8;;;
70;20/12/2021;20:00;0.4;0.3;0.0;0.4;0.4;0.0;2.3;2.3;0.0;0.1;0.1;0.0;3.7;3.7;0.0;;;
70;20/12/2021;21:00;0.5;0.5;0.0;0.3;0.3;0.0;1.0;1.1;0.0;0.0;0.0;0.0;1.1;1.0;0.0;;;
70;20/12/2021;22:00;0.4;0.4;0.0;0.4;0.4;0.0;1.1;1.0;0.0;0.0;0.1;0.0;1.0;1.1;0.0;;;
70;20/12/2021;23:00;0.2;0.0;0.1;0.3;0.1;0.1;0.8;0.3;0.5;0.1;0.0;0.0;10.9;1.8;8.9;;;
70;20/12/2021;00:00;0.2;0.0;0.3;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;9.4;0.0;9.6;;;
